timestamp_utc,time,rxCall,rxGrid,rx_lat,rx_lon,band,snr,distance,distance_miles,distance_km,distance_unit,antenna_azimuth,beacon_bin_azimuth,bearing,run_key,pair_id,pair_role
2026-03-01T13:38:00,"3/1/2026, 08:38:00",LA3FY/2,JP40fj,60.395833333333336,8.458333333333334,10,-8,6922,6922,11139.85148,mi,45,45,34,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",K9TRV,EN82bi,42.354166666666664,-83.875,10,-21,928,928,1493.46752,mi,45,45,3,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",OE3DJB,JN78no,48.604166666666664,15.125,10,-15,7875,7875,12673.5525,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PE1PDC,JO22fd,52.145833333333336,4.458333333333333,10,-12,7024,7024,11304.00416,mi,45,45,43,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",OE9TAV,JN47tk,47.4375,9.625,10,-25,7578,7578,12195.57852,mi,45,45,47,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",HB9VQQ/KE,JN47kh,47.3125,8.875,10,-10,7534,7534,12124.76756,mi,45,45,47,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",GW2HFR,IO83ib,53.0625,-3.291666666666667,10,-26,6496,6496,10454.27264,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DL6EBP,JO30dw,50.9375,6.291666666666667,10,-21,7193,7193,11575.98262,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",K6RFT,EM47bg,37.270833333333336,-91.875,10,-24,761,761,1224.70774,mi,45,45,300,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",HB9VQQ/RE,JN47kh,47.3125,8.875,10,-11,7534,7534,12124.76756,mi,45,45,47,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",HP2DFA,FJ09cg,9.270833333333334,-79.79166666666667,10,-26,2793,2793,4494.88662,mi,45,45,169,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",SQ3H,JO82kq,52.6875,16.875,10,-4,7755,7755,12480.4317,mi,45,45,39,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",KB9AMG,EN52tx,42.979166666666664,-88.375,10,-26,1052,1052,1693.02568,mi,45,45,342,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",HB9TMC,JN46lj,46.395833333333336,8.958333333333334,10,-24,7586,7586,12208.45324,mi,45,45,48,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PA3HEA,JO22gb,52.0625,4.541666666666667,10,-17,7033,7033,11318.48822,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DL3HRM,JO51xm,51.520833333333336,11.958333333333334,10,-11,7522,7522,12105.45548,mi,45,45,42,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DA1MON,JO62,52.5,13,10,-20,7534,7534,12124.76756,mi,45,45,41,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",WESSEX,IO80qr,50.729166666666664,-2.625,10,-8,6615,6615,10645.7841,mi,45,45,47,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DL2DKF,JN48cb,48.0625,8.208333333333334,10,-21,7452,7452,11992.80168,mi,45,45,46,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",SWL/13CT1132,JO31et,51.8125,6.375,10,-20,7159,7159,11521.26506,mi,45,45,43,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",LA3LJA,JP54eh,64.3125,10.375,10,-22,6862,6862,11043.291079999999,mi,45,45,29,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",SDR/JN69BA,JN69ba,49.020833333333336,12.125,10,-23,7661,7661,12329.15374,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DB0VIE,JO31eh,51.3125,6.375,10,-13,7181,7181,11556.67054,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",SP8C,KO00xo,50.604166666666664,21.958333333333332,10,-7,8175,8175,13156.3545,mi,45,45,39,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",HB9VQQ/RL,JN47kh,47.3125,8.875,10,-12,7534,7534,12124.76756,mi,45,45,47,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",OE3GBB/Q,JN87aq,47.6875,16.041666666666668,10,-7,7986,7986,12852.18924,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PA0SLT/5,JO33kg,53.270833333333336,6.875,10,-12,7127,7127,11469.76618,mi,45,45,42,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DC1RDB,JN58ss,48.770833333333336,11.541666666666666,10,-18,7636,7636,12288.92024,mi,45,45,45,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DK8FT,JN58oe,48.1875,11.208333333333334,10,-16,7645,7645,12303.4043,mi,45,45,45,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PD0RLF,JO22hh,52.3125,4.625,10,-15,7028,7028,11310.44152,mi,45,45,43,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PI4THT,JO32kf,52.229166666666664,6.875,10,-19,7173,7173,11543.79582,mi,45,45,43,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DK6UG,JN49cm,49.520833333333336,8.208333333333334,10,-6,7382,7382,11880.14788,mi,45,45,45,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",SWL/HU1UB,JO21jn,51.5625,4.791666666666667,10,-12,7069,7069,11376.42446,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DK4RW/1,JO40oe,50.1875,9.208333333333334,10,-8,7415,7415,11933.2561,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",EA8/DF4UE,IL38bp,28.645833333333332,-13.875,10,2,6598,6598,10618.42532,mi,45,45,74,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DM2HR,JN58ii,48.354166666666664,10.708333333333334,10,-17,7603,7603,12235.81202,mi,45,45,45,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",HB9VQQ,JN47kh,47.3125,8.875,10,-2,7534,7534,12124.76756,mi,45,45,47,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",G4HZX,IO91xk,51.4375,-0.04166666666666674,10,-18,6761,6761,10880.74774,mi,45,45,45,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",K3LR,EN91se,41.1875,-80.45833333333333,10,-20,871,871,1401.73514,mi,45,45,23,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DK8JP/1,JO31gk,51.4375,6.541666666666667,10,-6,7186,7186,11564.71724,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",EA8BFK,IL38bo,28.604166666666668,-13.875,10,6,6600,6600,10621.644,mi,45,45,74,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DP0GVN,IB59ui,-70.64583333333333,-8.291666666666666,10,-25,13069,13069,21032.46446,mi,45,45,159,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PD0OHW,JO33lc,53.104166666666664,6.958333333333333,10,-2,7139,7139,11489.07826,mi,45,45,42,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PY2SDR,GG56tv,-23.104166666666668,-48.375,10,-23,7410,7410,11925.2094,mi,45,45,144,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DJ6DK,JN48fw,48.9375,8.458333333333334,10,-19,7426,7426,11950.95884,mi,45,45,46,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",G4CDC,IO93pp,53.645833333333336,-0.7083333333333335,10,-15,6642,6642,10689.23628,mi,45,45,43,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",KQ9RSS,EM59nu,39.854166666666664,-88.875,10,-13,758,758,1219.87972,mi,45,45,330,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",S57BAT,JN76ge,46.1875,14.541666666666666,10,-12,7973,7973,12831.26782,mi,45,45,46,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",OZ7IT,JO65df,55.229166666666664,12.291666666666666,10,11,7358,7358,11841.52372,mi,45,45,38,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",CT1ETL/1,IM58ob,38.0625,-8.791666666666666,10,-16,6624,6624,10660.26816,mi,45,45,62,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",DN9HFT-10,JO41sd,51.145833333333336,9.541666666666666,10,-19,7390,7390,11893.0226,mi,45,45,43,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",EA5JTTSWL,IM99kp,39.645833333333336,-1.125,10,-24,7168,7168,11535.74912,mi,45,45,58,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",SA1CKE,JO97hn,57.5625,18.625,10,-8,7582,7582,12202.01588,mi,45,45,34,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
2026-03-01T13:38:00,"3/1/2026, 08:38:00",PA1JMS,JO21cx,51.979166666666664,4.208333333333333,10,-26,7015,7015,11289.5201,mi,45,45,44,076bc67a-6f76-4b2e-9cd9-7cc68459f98a,PAIR1-MM8G71US-MU6RR,front
